surface_form,entry_type,pinyin,tone,definition,radical,stroke_count,hsk_level,frequency_rank,note
하여튼,word,hayeoteun,,Anyways,,,B,2753,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2523; source_complexity=B; pos=부; classification=adverb; hanja_ref=何如-; senses=1
함부로,word,hamburo,,"Indiscriminately, at random",,,B,2754,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2524; source_complexity=B; pos=부; classification=adverb; senses=1
향기,word,hyanggi,,"fragrance,aroma,perfume",,,B,2755,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2525; source_complexity=B; pos=명; classification=noun; hanja_ref=香氣; senses=1
현지,word,hyeonji,,"The actual place, the very spot",,,B,2756,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2526; source_complexity=B; pos=명; classification=noun; hanja_ref=現地; senses=1
가늘다,word,ganeulda,,Thin or fine or slender,,,B,2757,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2527; source_complexity=B; pos=형; classification=adjective; senses=1
개인적,word,gaeinjeok,,Private or personal,,,B,2758,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2528; source_complexity=B; pos=명; classification=noun; hanja_ref=個人的; senses=1
겉,word,geot,,The outer surface,,,B,2759,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2529; source_complexity=B; pos=명; classification=noun; senses=1
굽히다,word,guphida,,Bend or stoop,,,C,2760,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2530; source_complexity=C; pos=동; classification=verb; senses=1
근무하다,word,geunmuhada,,Work or labor,,,B,2761,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2531; source_complexity=B; pos=동; classification=verb; hanja_ref=勤務-; senses=1
깜짝,word,kkamjjak,,With a surprise,,,B,2762,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2532; source_complexity=B; pos=부; classification=adverb; hanja_ref=놀라는모양; senses=1
넓히다,word,neolphida,,Widen,,,B,2763,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2533; source_complexity=B; pos=동; classification=verb; senses=1
떠들다,word,tteodeulda,,to make a noise,,,B,2765,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2535; source_complexity=B; pos=동; classification=verb; hanja_ref=말하다; senses=1
매년,word,maenyeon,,Every year,,,B,2767,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2536; source_complexity=B; pos=부; classification=adverb; hanja_ref=每年; senses=1
발생,word,balsaeng,,1) Birth 2) development,,,B,2768,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2537; source_complexity=B; pos=명; classification=noun; hanja_ref=發生; senses=1
셋,word,ses,,Three,,,A,2771,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2538; source_complexity=A; pos=수; classification=numeral; senses=1
소주,word,soju,,Korean sake,,,B,2772,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2539; source_complexity=B; pos=명; classification=noun; hanja_ref=燒酒; senses=1
손바닥,word,sonbadak,,The palm,,,B,2773,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2540; source_complexity=B; pos=명; classification=noun; senses=1
승용차,word,seungyongcha,,A passenger car,,,B,2774,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2541; source_complexity=B; pos=명; classification=noun; hanja_ref=乘用車; senses=1
어색하다,word,eosaekhada,,"To be awkward, shy with words, speechless",,,B,2775,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2542; source_complexity=B; pos=형; classification=adjective; hanja_ref=語塞-; senses=1
얹다,word,eonjda,,"Put on, place, lay, set",,,B,2776,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2543; source_complexity=B; pos=동; classification=verb; senses=1
의학,word,uihak,,Medical science,,,C,2777,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2544; source_complexity=C; pos=명; classification=noun; hanja_ref=醫學; senses=1
장점,word,jangjeom,,"A merit,strong point",,,B,2779,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2545; source_complexity=B; pos=명; classification=noun; hanja_ref=長點; senses=1
적당히,word,jeokdanghi,,"suitable,proper",,,B,2780,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2546; source_complexity=B; pos=부; classification=adverb; hanja_ref=適當-; senses=1
줍다,word,jupda,,"Pick up, gather",,,B,2781,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2547; source_complexity=B; pos=동; classification=verb; senses=1
진출,word,jinchul,,An advance,,,B,2782,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2548; source_complexity=B; pos=명; classification=noun; hanja_ref=進出; senses=1
창조,word,changjo,,Creation,,,C,2783,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2549; source_complexity=C; pos=명; classification=noun; hanja_ref=創造; senses=1
킬로그램,word,killogeuraem,,Kilogram,,,B,2784,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2550; source_complexity=B; pos=의; classification=noun; hanja_ref=kilogram; senses=1
평범하다,word,pyeongbeomhada,,"Plain, average",,,B,2785,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2551; source_complexity=B; pos=형; classification=adjective; hanja_ref=平凡-; senses=1
홍보,word,hongbo,,"Public information, public relations",,,C,2787,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2553; source_complexity=C; pos=명; classification=noun; hanja_ref=弘報; senses=1
확인,word,hwagin,,"A check,confirmation",,,B,2788,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2554; source_complexity=B; pos=명; classification=noun; hanja_ref=確認; senses=1
가루,word,garu,,Powder or flour; meal,,,B,2789,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2555; source_complexity=B; pos=명; classification=noun; hanja_ref=분필~; senses=1
건지다,word,geonjida,,Take or bring out of the water or 2) rescue a person from danger,,,B,2790,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2556; source_complexity=B; pos=동; classification=verb; senses=1
깨지다,word,kkaejida,,To break,,,B,2792,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2557; source_complexity=B; pos=동; classification=verb; hanja_ref=깨어지다; senses=1
내다보다,word,naedaboda,,Look out for,,,C,2793,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2558; source_complexity=C; pos=동; classification=verb; senses=1
대량,word,daeryang,,A large quantity,,,C,2795,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2559; source_complexity=C; pos=명; classification=noun; hanja_ref=大量; senses=1
동행,word,donghaeng,,"accompaniment, going together",,,C,2796,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2560; source_complexity=C; pos=명; classification=noun; hanja_ref=同行; senses=1
들,word,deul,,"meadow, field, plain",,,B,2797,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2561; source_complexity=B; pos=명; classification=noun; senses=1
떼,word,tte,,group,,,C,2798,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2562; source_complexity=C; pos=명; classification=noun; hanja_ref=양~; senses=1
마땅하다,word,mattanghada,,"Be right, approppriate",,,C,2799,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2563; source_complexity=C; pos=형; classification=adjective; senses=1
바로잡다,word,barojapda,,Straighten,,,C,2800,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2564; source_complexity=C; pos=동; classification=verb; senses=1
박히다,word,bakhida,,Be nailed in,,,C,2801,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2565; source_complexity=C; pos=동; classification=verb; senses=1
방금,word,banggeum,,Just now,,,B,2802,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2566; source_complexity=B; pos=부; classification=adverb; hanja_ref=方今; senses=1
생선,word,saengseon,,Raw fish,,,A,2803,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2567; source_complexity=A; pos=명; classification=noun; hanja_ref=生鮮; senses=1
슬픔,word,seulpeum,,Sorrow,,,B,2804,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2568; source_complexity=B; pos=명; classification=noun; senses=1
아무렇다,word,amureohda,,"unspecific, careless",,,B,2805,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2569; source_complexity=B; pos=형; classification=adjective; senses=1
이용되다,word,iyongdoeda,,To be used,,,B,2806,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2570; source_complexity=B; pos=동; classification=verb; hanja_ref=利用-; senses=1
이튿날,word,iteutnal,,The second day after,,,B,2807,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2571; source_complexity=B; pos=명; classification=noun; senses=1
임시,word,imsi,,"Temporary, special",,,B,2808,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2572; source_complexity=B; pos=명; classification=noun; hanja_ref=臨時; senses=1
제거하다,word,jegeohada,,"exclusion,removal",,,C,2809,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2573; source_complexity=C; pos=동; classification=verb; hanja_ref=除去-; senses=1
줄다,word,julda,,Diminish,,,B,2810,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2574; source_complexity=B; pos=동; classification=verb; senses=1
지우다,word,jiuda,,"To erase; to make someone carry, to load something up; to charge person with a duty",,,A,2812,"Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2576, 5561; source_complexity=A, C; pos=동; classification=verb; hanja_ref=낙서를~, 짐을~; senses=2"
참기름,word,chamgireum,,Sesame oil,,,B,2813,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2577; source_complexity=B; pos=명; classification=noun; senses=1
통,word,tong,,"barrel, bucket, cask, pail, vat; flow, pass, circulate",,,B,2814,"Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2578, 4981; source_complexity=B; pos=명, 의; classification=noun; hanja_ref=桶, 通; senses=2"
특수,word,teuksu,,"characteristic,distinct,unique",,,C,2815,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2579; source_complexity=C; pos=명; classification=noun; hanja_ref=特殊; senses=1
팬,word,paen,,"Pan; Fan, enthusiast",,,B,2816,"Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2580, 4630; source_complexity=B; pos=명; classification=noun; hanja_ref=pan, 애호가; senses=2"
합치다,word,hapchida,,"combine,unite",,,B,2817,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2581; source_complexity=B; pos=동; classification=verb; hanja_ref=合-; senses=1
호기심,word,hogisim,,Curiousity,,,C,2818,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2582; source_complexity=C; pos=명; classification=noun; hanja_ref=好奇心; senses=1
골목,word,golmok,,A side street or alley,,,B,2821,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2583; source_complexity=B; pos=명; classification=noun; senses=1
기운,word,giun,,Strength or might (the strength you feel you have on that particular day),,,B,2822,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2584; source_complexity=B; pos=명; classification=noun; senses=1
기획,word,gihoek,,Planning,,,C,2823,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2585; source_complexity=C; pos=명; classification=noun; hanja_ref=企劃; senses=1
대충,word,daechung,,"Almost, nearly, about",,,C,2824,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2586; source_complexity=C; pos=부; classification=adverb; senses=1
돌아서다,word,doraseoda,,to turn around (while standing),,,B,2825,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2587; source_complexity=B; pos=동; classification=verb; senses=1
동화,word,donghwa,,fairy tale,,,B,2826,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2588; source_complexity=B; pos=명; classification=noun; hanja_ref=童話; senses=1
두껍다,word,dukkeopda,,to be thick,,,B,2827,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2589; source_complexity=B; pos=형; classification=adjective; senses=1
맞서다,word,majseoda,,Stand opposite,,,B,2828,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2590; source_complexity=B; pos=동; classification=verb; senses=1
모자라다,word,mojarada,,To be insufficient,,,B,2829,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2591; source_complexity=B; pos=동; classification=verb; senses=1
박다,word,bakda,,"Drive,hammer in",,,C,2830,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2592; source_complexity=C; pos=동; classification=verb; senses=1
본성,word,bonseong,,Original nature or character,,,C,2831,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2593; source_complexity=C; pos=명; classification=noun; hanja_ref=本性; senses=1
상상하다,word,sangsanghada,,Imagine,,,B,2832,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2594; source_complexity=B; pos=동; classification=verb; hanja_ref=想像-; senses=1
생산력,word,saengsanryeok,,Productive capacity,,,C,2833,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2595; source_complexity=C; pos=명; classification=noun; hanja_ref=生産力; senses=1
셋째,word,sesjjae,,The third,,,A,2834,"Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2596, 4091; source_complexity=A; pos=수, 관; classification=numeral, attributive; senses=1"
안전하다,word,anjeonhada,,To be safe,,,B,2835,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2597; source_complexity=B; pos=형; classification=adjective; hanja_ref=安全-; senses=1
유학,word,yuhak,,Studying abroad; Confucianism,,,B,2838,"Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2598, 3773; source_complexity=B; pos=명; classification=noun; hanja_ref=留學, 儒學; senses=2"
장비,word,jangbi,,"equipment,fittings",,,C,2842,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=2600; source_complexity=C; pos=명; classification=noun; hanja_ref=裝備; senses=1
